82.57,89.36,101.12,114.62,131.06,145.84,158.9,168.76,171.29,171.05,163.27,152.12,138.81,123.04,110.21,102.04,96.88,64.33,53.01,35.51,17.72,0.0,18.03,35.51,53.6,69.07,79.63,18.79,32.98,46.69,61.52,77.23,79.01,81.5,79.83,79.7,51.62,40.31,29.07,28.23,37.2,46.75,38.29,42.95,54.08,65.0,60.03,49.41,115.26,104.31,98.02,100.6,100.02,107.56,117.99,121.04,122.64,122.49,122.02,119.21,113.64,108.02,109.55,108.85,115.43,109.84,110.45,109.02
100.17,105.55,115.26,126.73,141.17,153.84,164.76,172.39,172.19,169.07,158.86,145.4,129.87,112.0,96.94,86.45,79.56,82.2,71.0,53.24,35.23,18.03,0.0,17.72,35.69,51.04,61.98,20.59,34.48,48.05,62.8,81.61,81.79,82.49,79.01,77.23,68.03,57.01,44.72,39.62,50.61,61.91,28.23,28.32,38.08,49.4,46.01,37.2,120.21,108.17,100.28,101.24,99.02,104.81,114.14,118.71,122.02,123.2,124.04,122.58,117.88,110.17,110.22,108.02,112.29,109.02,111.29,111.16
117.88,123.0,131.83,142.14,155.24,166.36,175.56,181.32,178.76,173.01,160.51,144.81,127.02,106.94,89.2,75.29,65.0,99.82,88.14,70.0,52.01,35.51,17.72,0.0,18.11,34.13,46.82,35.47,46.62,58.59,72.24,92.57,91.55,90.8,85.91,82.73,85.62,74.67,62.24,56.04,67.42,79.18,31.58,24.33,28.84,39.82,39.81,35.36,130.78,118.11,109.11,108.68,105.08,109.07,117.11,123.07,127.88,130.23,132.19,131.87,127.95,118.68,117.48,113.99,116.0,114.98,118.66,119.64
135.82,140.24,147.87,156.85,168.44,177.86,185.24,189.04,184.09,175.73,161.05,143.27,123.45,101.51,81.39,64.03,49.93,117.89,106.23,88.02,70.06,53.6,35.69,18.11,0.0,16.76,31.62,51.48,60.21,70.29,82.38,103.47,101.36,99.28,93.23,88.87,103.12,92.35,79.71,72.47,84.08,96.25,40.8,29.53,26.08,33.73,38.01,39.22,140.66,127.53,117.63,115.88,111.02,113.16,119.71,126.92,133.15,136.62,139.65,140.46,137.35,126.72,124.31,119.64,119.36,120.6,125.59,127.63
150.44,153.38,159.24,166.47,176.24,183.74,189.16,190.96,183.73,172.99,156.46,137.03,115.73,92.57,70.88,51.0,34.06,132.97,122.02,104.04,86.02,69.07,51.04,34.13,16.76,0.0,16.4,64.2,70.33,78.24,88.41,109.66,106.53,103.23,96.25,90.92,116.91,106.51,93.62,85.09,96.8,109.42,48.83,36.62,27.66,29.41,37.12,43.19,145.21,131.83,121.2,118.21,112.26,112.61,117.63,125.87,133.33,137.8,141.82,143.74,141.48,129.65,126.13,120.42,118.0,121.33,127.48,130.51
158.62,159.35,162.86,167.94,175.6,181.02,184.45,184.36,175.16,162.52,144.68,124.2,102.04,78.31,55.9,34.93,18.36,142.03,132.46,115.12,97.16,79.63,61.98,46.82,31.62,16.4,0.0,71.34,74.33,79.61,87.42,108.23,104.14,99.7,92.02,85.91,124.17,114.44,101.4,91.41,102.96,115.92,52.2,40.79,29.12,24.21,33.6,43.38,141.53,128.08,116.93,112.8,105.95,104.66,108.27,117.27,125.71,131.03,135.92,138.84,137.44,124.63,120.1,113.53,109.25,114.39,121.49,125.42
87.28,89.2,96.52,106.78,120.67,133.28,144.54,152.9,154.01,152.78,144.56,133.36,120.42,105.48,94.15,88.6,87.02,71.11,63.6,48.76,33.3,18.79,20.59,35.47,51.48,64.2,71.34,0.0,15.0,29.0,44.0,61.61,62.39,64.01,61.66,61.13,52.95,43.1,30.07,21.02,32.7,45.22,22.47,31.02,43.01,52.61,45.88,34.18,100.17,88.46,81.22,83.05,81.88,89.02,99.3,102.61,104.69,105.04,105.17,103.1,98.06,91.2,92.05,90.8,96.84,91.79,93.02,92.2
87.37,85.33,89.0,96.67,108.71,119.95,130.3,138.1,139.01,138.08,130.55,120.42,108.98,96.02,87.46,85.59,87.97,73.5,69.35,57.38,44.65,32.98,34.48,46.62,60.21,70.33,74.33,15.0,0.0,14.0,29.0,47.13,47.52,49.01,46.87,46.82,52.24,44.64,32.7,19.92,30.07,43.01,22.14,34.01,45.22,52.47,44.05,32.14,85.73,73.76,66.27,68.07,67.08,74.63,85.23,88.06,89.81,90.05,90.2,88.28,83.43,76.24,77.06,75.95,82.54,76.94,78.03,77.23
89.74,84.01,83.82,88.51,98.29,107.91,117.18,124.34,125.02,124.43,117.69,108.81,99.16,88.59,83.2,85.09,91.09,78.29,77.01,67.48,56.8,46.69,48.05,58.59,70.29,78.24,79.61,29.0,14.0,0.0,15.0,34.01,33.73,35.01,33.24,34.0,55.36,50.25,40.36,27.59,34.0,45.54,29.7,41.77,51.31,56.08,46.82,36.24,72.45,60.17,52.35,54.08,53.37,61.47,72.45,74.63,75.95,76.06,76.24,74.53,69.92,62.29,63.07,62.17,69.46,63.15,64.03,63.29
94.54,85.16,80.62,81.54,88.24,95.6,103.37,109.66,110.02,109.9,104.24,97.08,89.87,82.54,81.1,87.1,96.61,85.7,86.98,79.61,70.58,61.52,62.8,72.24,82.38,88.41,87.42,44.0,29.0,15.0,0.0,21.26,19.31,20.02,19.24,21.93,62.13,59.41,51.61,39.82,43.14,52.43,41.68,53.01,60.81,63.25,53.82,45.25,58.6,45.88,37.48,39.12,38.9,47.89,59.36,60.54,61.19,61.07,61.29,59.91,55.71,47.38,48.09,47.54,55.95,48.51,49.04,48.37
90.21,76.16,66.27,63.06,67.42,74.4,83.22,91.55,95.35,99.74,98.72,96.61,94.7,92.66,95.75,105.0,116.47,85.7,91.07,87.92,82.73,77.23,81.61,92.57,103.47,109.66,108.23,61.61,47.13,34.01,21.26,0.0,7.28,15.52,23.02,30.02,62.8,63.95,60.17,51.24,49.65,54.38,62.68,74.2,82.04,84.02,74.65,66.48,38.6,27.07,22.47,28.6,33.42,45.22,57.2,54.49,51.11,48.1,45.71,42.01,36.5,32.02,36.24,39.7,52.63,40.46,36.67,32.98
97.08,83.38,73.44,69.43,72.2,77.23,84.1,90.61,92.44,95.08,92.8,89.81,87.46,85.48,89.11,99.16,111.52,91.93,96.52,92.31,85.91,79.01,81.79,91.55,101.36,106.53,104.14,62.39,47.52,33.73,19.31,7.28,0.0,8.25,16.03,23.19,68.77,69.12,64.26,54.34,54.13,60.0,60.83,71.87,78.87,79.98,70.72,63.41,39.36,26.57,19.03,23.26,26.87,38.42,50.45,48.41,46.1,44.15,43.01,40.79,36.4,29.02,31.62,33.84,46.01,34.67,32.28,30.02
104.85,91.55,81.61,76.94,78.26,81.34,86.09,90.52,90.01,90.44,86.53,82.33,79.31,77.32,81.58,92.61,106.02,99.04,102.8,97.49,89.84,81.5,82.49,90.8,99.28,103.23,99.7,64.01,49.01,35.01,20.02,15.52,8.25,0.0,8.54,15.81,75.66,75.21,69.32,58.52,59.68,66.6,59.46,69.78,75.72,75.74,66.71,60.54,42.01,28.6,18.38,19.1,20.25,31.11,43.14,42.19,41.48,41.05,41.59,41.23,38.28,27.89,28.07,28.23,38.95,29.15,29.02,28.86
110.15,98.03,89.27,85.33,86.76,89.27,92.91,95.86,93.26,91.22,85.0,78.49,73.36,69.72,73.16,84.1,97.8,103.08,105.55,98.79,89.69,79.83,79.01,85.91,93.23,96.25,92.02,61.66,46.87,33.24,19.24,23.02,16.03,8.54,0.0,7.28,79.51,77.9,70.72,59.06,61.85,70.09,54.34,63.91,68.96,68.25,59.41,54.13,49.52,36.07,25.0,22.8,20.22,28.65,40.22,41.44,43.1,44.41,46.49,47.51,45.45,33.54,31.58,29.15,36.72,30.15,32.76,34.44
115.38,104.12,96.13,92.57,93.94,95.9,98.6,100.32,96.03,91.92,83.77,75.29,68.26,63.15,65.92,76.92,91.05,107.42,108.89,101.02,90.79,79.7,77.23,82.73,88.87,90.92,85.91,61.13,46.82,34.0,21.93,30.02,23.19,15.81,7.28,0.0,83.82,81.34,73.25,61.03,65.05,74.2,51.24,59.91,63.98,62.43,53.85,49.65,55.9,42.52,31.11,27.29,22.36,27.89,38.48,41.59,45.18,47.8,50.99,53.01,51.62,38.83,35.47,31.26,35.74,32.25,36.77,39.66
35.13,37.74,52.15,69.89,90.61,110.16,128.32,143.75,153.79,161.74,161.48,157.81,151.99,143.6,138.32,137.82,139.23,23.6,29.41,34.21,41.87,51.62,68.03,85.62,103.12,116.91,124.17,52.95,52.24,55.36,62.13,62.8,68.77,75.66,79.51,83.82,0.0,11.4,23.41,33.02,22.2,9.85,73.03,83.49,95.43,104.02,96.05,84.02,91.09,85.0,84.6,91.4,95.59,106.78,118.79,117.15,113.72,109.77,105.55,99.16,91.76,93.15,98.74,102.45,114.59,103.23,99.02,94.02
44.18,49.09,63.01,79.71,99.46,117.96,135.0,149.21,157.56,163.69,161.72,156.35,148.84,138.8,131.91,129.88,130.0,28.86,27.66,26.0,30.81,40.31,57.01,74.67,92.35,106.51,114.44,43.1,44.64,50.25,59.41,63.95,69.12,75.21,77.9,81.34,11.4,0.0,13.04,24.74,16.4,11.0,64.2,74.03,86.02,95.13,87.57,75.54,95.71,88.23,86.33,92.28,95.44,106.04,117.92,117.32,115.0,111.89,108.5,102.88,95.8,95.46,100.18,102.93,114.02,103.77,100.62,96.38
57.22,60.83,72.14,86.61,104.55,121.28,136.62,149.12,155.33,159.33,155.55,148.53,139.52,128.16,120.15,117.28,117.0,41.44,36.89,28.18,24.52,29.07,44.72,62.24,79.71,93.62,101.4,30.07,32.7,40.36,51.61,60.17,64.26,69.32,70.72,73.25,23.41,13.04,0.0,13.04,11.0,17.69,51.35,61.01,73.01,82.22,74.81,62.8,95.13,86.15,82.57,87.46,89.47,99.32,110.94,111.41,110.31,108.16,105.76,101.12,94.53,92.18,95.86,97.51,107.38,98.41,96.46,93.15
68.03,68.31,75.8,87.32,102.96,117.65,131.21,142.09,146.51,148.95,144.06,136.21,126.67,115.12,107.34,105.22,106.23,53.6,49.93,40.0,31.58,28.23,39.62,56.04,72.47,85.09,91.41,21.02,19.92,27.59,39.82,51.24,54.34,58.52,59.06,61.03,33.02,24.74,13.04,0.0,11.7,24.52,40.01,50.64,62.51,71.01,63.13,51.09,88.2,78.06,73.16,77.2,78.39,87.71,99.13,100.22,99.93,98.49,96.88,93.09,87.01,83.02,85.87,86.73,95.77,87.66,86.59,84.01
57.31,56.61,64.66,77.42,94.43,110.6,125.67,138.13,144.59,149.16,146.18,140.19,132.44,122.59,116.39,115.62,117.52,44.38,43.84,38.28,35.36,37.2,50.61,67.42,84.08,96.8,102.96,32.7,30.07,34.0,43.14,49.65,54.13,59.68,61.85,65.05,22.2,16.4,11.0,11.7,0.0,13.04,51.24,62.17,73.98,82.15,74.0,62.01,84.15,75.31,72.11,77.39,79.92,90.21,102.0,101.87,100.22,97.74,95.08,90.26,83.6,81.61,85.62,87.71,98.23,88.59,86.16,82.57
44.55,44.01,54.49,69.77,88.89,107.06,124.0,138.31,147.05,153.88,152.8,148.52,142.3,133.75,128.58,128.47,130.55,33.29,36.72,37.0,40.25,46.75,61.91,79.18,96.25,109.42,115.92,45.22,43.01,45.54,52.43,54.38,60.0,66.6,70.09,74.2,9.85,11.0,17.69,24.52,13.04,0.0,64.28,75.13,86.98,95.19,87.01,75.03,84.93,77.83,76.54,82.93,86.68,97.67,109.66,108.41,105.48,101.97,98.23,92.35,85.16,85.43,90.55,93.81,105.55,94.63,90.92,86.33
108.0,107.28,110.98,117.64,127.99,137.06,144.9,149.91,147.23,142.23,131.03,117.18,101.87,84.96,72.11,66.22,66.27,92.78,86.02,71.11,54.92,38.29,28.23,31.58,40.8,48.83,52.2,22.47,22.14,29.7,41.68,62.68,60.83,59.46,54.34,51.24,73.03,64.2,51.35,40.01,51.24,64.28,0.0,12.21,23.09,31.0,23.54,11.7,100.18,87.24,77.83,77.13,73.55,78.03,86.7,92.02,96.42,98.66,100.69,100.66,97.08,87.28,85.91,82.49,85.21,83.49,87.1,88.23
118.15,118.6,123.0,129.85,140.01,148.6,155.71,159.77,155.72,149.01,136.19,120.6,103.37,84.31,68.62,59.09,56.01,102.12,93.94,77.79,60.54,42.95,28.32,24.33,29.53,36.62,40.79,31.02,34.01,41.77,53.01,74.2,71.87,69.78,63.91,59.91,83.49,74.03,61.01,50.64,62.17,75.13,12.21,0.0,12.0,22.14,17.69,11.05,111.14,98.01,88.14,86.65,82.23,85.38,93.01,99.32,104.74,107.7,110.39,110.98,107.82,97.31,95.21,91.01,92.09,91.98,96.46,98.23
130.14,130.27,133.93,139.82,148.82,156.08,161.76,164.28,158.4,149.66,135.13,117.89,98.98,78.26,60.44,48.37,44.01,114.11,105.72,89.29,71.78,54.08,38.08,28.84,26.08,27.66,29.12,43.01,45.22,51.31,60.81,82.04,78.87,75.72,68.96,63.98,95.43,86.02,73.01,62.51,73.98,86.98,23.09,12.0,0.0,11.4,12.04,15.56,117.64,104.29,93.81,91.24,85.8,87.32,93.65,101.0,107.56,111.43,114.97,116.47,113.99,102.47,99.4,94.24,93.38,95.19,100.72,103.35
139.0,137.77,139.79,144.06,151.4,156.98,161.01,161.94,154.32,143.85,128.04,109.66,89.74,68.15,49.41,37.12,35.51,123.58,115.95,99.93,82.64,65.0,49.4,39.82,33.73,29.41,24.21,52.61,52.47,56.08,63.25,84.02,79.98,75.74,68.25,62.43,104.02,95.13,82.22,71.01,82.15,95.19,31.0,22.14,11.4,0.0,9.43,20.4,117.69,104.24,93.24,89.59,83.24,83.22,88.29,96.46,104.0,108.67,113.02,115.43,113.7,101.26,97.25,91.24,88.6,92.14,98.62,102.08
131.14,129.12,130.6,134.65,142.0,147.83,152.3,153.84,147.12,137.82,123.1,105.91,87.32,67.23,50.93,42.72,44.38,116.25,109.48,94.15,77.37,60.03,46.01,39.81,38.01,37.12,33.6,45.88,44.05,46.82,53.82,74.65,70.72,66.71,59.41,53.85,96.05,87.57,74.81,63.13,74.0,87.01,23.54,17.69,12.04,9.43,0.0,12.04,108.71,95.27,84.4,81.12,75.15,75.96,81.88,89.5,96.46,100.72,104.71,106.78,104.81,92.65,89.01,83.38,81.79,84.31,90.35,93.49
119.1,117.39,119.62,124.68,133.3,140.58,146.63,149.86,145.13,138.03,125.16,109.77,93.02,74.81,60.8,54.57,55.9,104.24,97.72,82.76,66.37,49.41,37.2,35.36,39.22,43.19,43.38,34.18,32.14,36.24,45.25,66.48,63.41,60.54,54.13,49.65,84.02,75.54,62.8,51.09,62.01,75.03,11.7,11.05,15.56,20.4,12.04,0.0,102.34,89.04,78.77,76.69,71.84,74.55,82.0,88.46,94.15,97.42,100.46,101.53,98.79,87.66,85.09,80.52,81.15,81.49,86.38,88.57
109.29,89.27,69.81,54.23,44.05,40.22,44.78,54.01,63.07,75.66,83.65,91.22,99.02,106.23,116.78,131.47,146.86,110.98,120.5,121.34,119.0,115.26,120.21,130.78,140.66,145.21,141.53,100.17,85.73,72.45,58.6,38.6,39.36,42.01,49.52,55.9,91.09,95.71,95.13,88.2,84.15,84.93,100.18,111.14,117.64,117.69,108.71,102.34,0.0,13.45,24.84,31.3,40.31,49.24,57.08,48.09,37.66,29.12,20.62,11.18,5.1,19.92,28.44,37.66,52.15,37.48,27.29,19.65
106.96,88.73,72.01,60.02,54.34,53.41,57.71,64.5,69.38,77.42,81.4,85.44,90.35,95.35,104.55,118.51,133.54,106.33,114.24,113.27,109.37,104.31,108.17,118.11,127.53,131.83,128.08,88.46,73.76,60.17,45.88,27.07,26.57,28.6,36.07,42.52,85.0,88.23,86.15,78.06,75.31,77.83,87.24,98.01,104.29,104.24,95.27,89.04,13.45,0.0,11.66,19.42,28.64,39.01,48.51,41.11,32.76,26.17,20.59,15.03,9.85,10.77,19.65,28.16,43.42,28.28,18.97,11.18
109.71,93.19,78.77,69.18,65.52,65.0,67.96,72.28,73.44,77.37,77.78,78.71,81.22,84.59,93.05,106.85,122.02,107.0,113.25,110.39,104.74,98.02,100.28,109.11,117.63,121.2,116.93,81.22,66.27,52.35,37.48,22.47,19.03,18.38,25.0,31.11,84.6,86.33,82.57,73.16,72.11,76.54,77.83,88.14,93.81,93.24,84.4,78.77,24.84,11.66,0.0,9.22,18.0,29.43,40.16,34.67,29.21,25.63,24.0,22.85,20.52,10.0,14.21,20.12,35.11,20.59,14.42,11.0
